Name,Follower,pagerank_score,other_lang,avatar_url,repo_cnt
cbamls,21,9.48,"C++, Python, TypeScript, CSS, HTML, Scala, JavaScript",https://avatars1.githubusercontent.com/u/12781382?v=4,108
huzekang,3,9.48,"Dart, Python, Jupyter Notebook, Dockerfile, Vim script, CSS, HTML, Scala, JavaScript",https://avatars0.githubusercontent.com/u/18548053?v=4,90
meikaiyipian,5,9.48,JavaScript,https://avatars1.githubusercontent.com/u/10267454?v=4,10
qiankunpingtai,2,9.48,"Rust, Vue, C++, Kotlin, Python, Jupyter Notebook, TypeScript, Go, HTML, Shell, JavaScript",https://avatars2.githubusercontent.com/u/46507972?v=4,144
wuxiaochun1981,3,9.48,"FreeMarker, C++, Python, JavaScript",https://avatars2.githubusercontent.com/u/3351810?v=4,36
zh-h,30,9.48,"Vue, HTML, Python, TypeScript, C#, CSS, Go, PHP, Shell, C, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/13273151?v=4,204
shminer,30,9.48,"C++, Python, Jupyter Notebook, TeX, Lua, Go, Makefile, Shell, C, Scala, JavaScript",https://avatars3.githubusercontent.com/u/5599964?v=4,118
Iboome,0,9.48,"HTML, CSS",https://avatars1.githubusercontent.com/u/23609667?v=4,8
SharksevenRo,30,9.48,"Rust, PHP, Vue, Swift, C++, Python, VimL, Groff, CoffeeScript, CSS, Go, Rascal, HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/8946077?v=4,390
jy1989,10,9.48,"Vue, Makefile, HTML, Swift, C++, Python, Lua, CSS, Go, PHP, Jupyter Notebook, Shell, JavaScript, F#",https://avatars2.githubusercontent.com/u/1291756?v=4,166
fuwei123456,0,9.48,"C++, JavaScript",https://avatars1.githubusercontent.com/u/2115146?v=4,42
panjinghong,0,9.48,,https://avatars1.githubusercontent.com/u/27333379?v=4,4
trydofor,30,9.48,"Kotlin, TSQL, CSS, Go, HTML, Shell, Scala, JavaScript",https://avatars1.githubusercontent.com/u/189996?v=4,74
westinyang,6,9.48,"HTML, CSS, JavaScript",https://avatars1.githubusercontent.com/u/4905028?v=4,24
zhengbao,25,9.48,"Objective-C, CSS, HTML, JavaScript",https://avatars1.githubusercontent.com/u/1736166?v=4,56
winterbe,30,9.48,"Swift, Kotlin, C++, JavaScript, CoffeeScript, CSS, Shell, TypeScript",https://avatars3.githubusercontent.com/u/485033?v=4,88
ascandella,30,9.48,"Objective-C, Rust, Groovy, Erlang, JavaScript, C++, Python, Makefile, HTML, Shell, Scala, C#, Emacs Lisp, Go, QML, CoffeeScript, Vim script, C, Ruby, TypeScript",https://avatars1.githubusercontent.com/u/97087?v=4,166
chase-benson,1,9.48,Ruby,https://avatars1.githubusercontent.com/u/14151506?v=4,4
eranation,30,9.48,"Objective-C, Python, JavaScript, Shell, Nimrod, C#, CoffeeScript, CSS, Go, PHP, HTML, Scala, Ruby, TypeScript",https://avatars1.githubusercontent.com/u/775349?v=4,226
rmtheis,30,9.48,"Swift, C++, Python, Perl, C",https://avatars0.githubusercontent.com/u/943135?v=4,32
fishercoder1534,30,9.48,"C++, Python, Scala, HTML, Shell, Ruby",https://avatars2.githubusercontent.com/u/20746576?v=4,38
sboekhoff,6,9.48,"C++, TeX, CoffeeScript, CSS, XSLT, HTML, Shell, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/10683690?v=4,62
aidendeom,7,9.48,"C++, C#, HTML, C",https://avatars0.githubusercontent.com/u/3867547?v=4,30
grijeshsaini,10,9.48,"Python, Perl, Scala, JavaScript",https://avatars3.githubusercontent.com/u/9973395?v=4,40
shubhamyeole,0,9.48,,https://avatars3.githubusercontent.com/u/15117339?v=4,4
thefourtheye,30,9.48,"C++, Python, LiveScript, C, CSS, HTML, Shell, Scala, JavaScript",https://avatars3.githubusercontent.com/u/696611?v=4,184
emacarron,30,13.56,"PHP, Python, C#, Makefile, HTML, Shell, PowerShell",https://avatars2.githubusercontent.com/u/1587939?v=4,76
harawata,30,9.48,"Swift, C++, Python, PLpgSQL, CoffeeScript, CSS, HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/149268?v=4,120
hazendaz,30,47.55,"XSLT, HTML, Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/975267?v=4,238
simonetripodi,30,9.48,JavaScript,https://avatars3.githubusercontent.com/u/463156?v=4,80
jeffgbutler,30,9.48,"Kotlin, C#, TypeScript, Shell, JavaScript",https://avatars1.githubusercontent.com/u/3521127?v=4,44
nmaves,26,9.48,"CoffeeScript, CSS, JavaScript",https://avatars2.githubusercontent.com/u/367750?v=4,40
cbegin,30,9.48,"C, JavaScript, Go",https://avatars3.githubusercontent.com/u/275089?v=4,14
CodeingBoy,8,9.48,"C++, Python, TSQL, Go, PHP, HTML, C, Frege, JavaScript",https://avatars3.githubusercontent.com/u/5211253?v=4,126
christianpoitras,30,9.48,Shell,https://avatars1.githubusercontent.com/u/3532708?v=4,6
mnesarco,30,37.46,"Python, Scala",https://avatars2.githubusercontent.com/u/1087317?v=4,18
kezhenxu94,30,9.48,"Vue, Kotlin, Python, Vim script, HTML, Shell, JavaScript",https://avatars3.githubusercontent.com/u/15965696?v=4,42
kmoco2am,3,9.48,"Groovy, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/7467713?v=4,20
h3adache,30,9.48,"Objective-C, Groovy, Python, Haskell, CoffeeScript, Scala, CSS, Shell, Ruby, JavaScript",https://avatars2.githubusercontent.com/u/320283?v=4,72
peterchenhdu,30,9.48,"HTML, JavaScript",https://avatars1.githubusercontent.com/u/12928352?v=4,66
jasonleaster,30,9.48,"C++, Python, Lua, C, Matlab, HTML, Shell, JavaScript",https://avatars0.githubusercontent.com/u/6868785?v=4,100
AnatoliiStepaniuk,9,9.48,"R, Scala, CSS, Go, Shell, Batchfile",https://avatars2.githubusercontent.com/u/11556624?v=4,38
paopaofish,0,9.48,"HTML, Kotlin, Python, CSS, PHP, Jupyter Notebook, Shell, Scala, JavaScript",https://avatars0.githubusercontent.com/u/16202266?v=4,64
abel533,30,21.14,"C++, Python, Perl, Pascal, Smali, CoffeeScript, CSS, PHP, HTML, JavaScript",https://avatars0.githubusercontent.com/u/1787798?v=4,158
rikiel,1,9.48,"PostScript, C",https://avatars1.githubusercontent.com/u/13640104?v=4,6
berniegp,1,9.48,"PHP, C#, JavaScript",https://avatars0.githubusercontent.com/u/881558?v=4,36
dirk-olmes,15,9.48,"Groovy, Python, JavaScript, XSLT, Shell, TypeScript",https://avatars2.githubusercontent.com/u/429878?v=4,48
FrantaM,0,9.48,"API Blueprint, Groovy, C#, Dockerfile, HTML, Ruby, JavaScript",https://avatars1.githubusercontent.com/u/1615810?v=4,92
gdarmont,11,9.48,"HCL, Go, Shell, Scala",https://avatars1.githubusercontent.com/u/327464?v=4,42
jcsantosbr,3,9.48,"Kotlin, Python, Elm, HTML, Shell, Scala, JavaScript",https://avatars1.githubusercontent.com/u/3025846?v=4,40
yangfancoming,0,9.48,"Vue, FreeMarker, Python, C#, CSS, HTML, Shell, JavaScript",https://avatars1.githubusercontent.com/u/34465021?v=4,146
iaiti,14,9.48,"C++, Python, TeX, Scilab, CSS, Perl, HTML, C, JavaScript",https://avatars2.githubusercontent.com/u/5880778?v=4,78
slievrly,30,9.48,"Objective-C, C++, Kotlin, Python, Jupyter Notebook, C#, Lua, Dockerfile, Vim script, Go, HTML, Shell, JavaScript",https://avatars1.githubusercontent.com/u/8758457?v=4,192
orhanobut,30,68.0,"Python, CSS",https://avatars3.githubusercontent.com/u/1089616?v=4,38
svenjacobs,30,9.48,JavaScript,https://avatars1.githubusercontent.com/u/255313?v=4,8
hrskrs,30,9.48,"Kotlin, Groovy, C++, Python, IDL, HTML",https://avatars0.githubusercontent.com/u/6645025?v=4,132
ccunniff,7,9.48,"HTML, Shell, Ruby, JavaScript",https://avatars0.githubusercontent.com/u/1513329?v=4,26
yekmer,30,68.0,Kotlin,https://avatars0.githubusercontent.com/u/323078?v=4,10
shiehnpin,2,9.48,"API Blueprint, Kotlin, Python, Go, HTML, C, JavaScript",https://avatars3.githubusercontent.com/u/6296986?v=4,74
joezorry,4,9.48,"HTML, JavaScript",https://avatars1.githubusercontent.com/u/315692?v=4,18
Liryna,30,9.48,"C++, Python, C#, CMake, HTML, C, JavaScript, PowerShell",https://avatars0.githubusercontent.com/u/4311419?v=4,42
ljubisa987,5,9.48,"Objective-C, Shell",https://avatars1.githubusercontent.com/u/2351269?v=4,16
budius,8,9.48,"Kotlin, Ruby",https://avatars1.githubusercontent.com/u/2651842?v=4,28
